material_id,name_cn,name_en,category_1,entity_type,parent_id,required_images,recommended_images,optional_images,not_applicable_images,own_images,inherited_images,missing_required,missing_recommended,policy_status,policy_reason
pp_block_copolymer,嵌段共聚PP,Impact copolymer polypropylene,高分子材料,variant,polypropylene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pp_random_copolymer,无规共聚PP,Random copolymer polypropylene,高分子材料,variant,polypropylene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
gf_pp,玻纤增强PP,Glass-fibre-reinforced polypropylene,高分子材料,variant,polypropylene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
lgf_pp,长玻纤增强PP,Long-glass-fibre-reinforced polypropylene,高分子材料,variant,polypropylene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
hdpe,HDPE,High-density polyethylene,高分子材料,variant,polyethylene,macro,structure,micro,,,macro; structure,,,已满足配图策略,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
ldpe,LDPE,Low-density polyethylene,高分子材料,variant,polyethylene,macro,structure,micro,,,macro; structure,,,已满足配图策略,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
lldpe,LLDPE,Linear low-density polyethylene,高分子材料,variant,polyethylene,macro,structure,micro,,,macro; structure,,,已满足配图策略,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
mdpe,MDPE,Medium-density polyethylene,高分子材料,variant,polyethylene,macro,structure,micro,,,macro; structure,,,已满足配图策略,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
uhmwpe,UHMWPE,Ultra-high-molecular-weight polyethylene,高分子材料,variant,polyethylene,macro,structure,micro,,,macro; structure,,,已满足配图策略,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
xlpe,XLPE,Cross-linked polyethylene,高分子材料,variant,polyethylene,macro,structure,micro,,,macro; structure,,,已满足配图策略,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
asa,ASA,Acrylonitrile styrene acrylate,高分子材料,material,styrenic_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
san,SAN,Styrene-acrylonitrile copolymer,高分子材料,material,styrenic_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
eps,EPS,Expanded polystyrene,高分子材料,form,polystyrene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
gpps,GPPS,General-purpose polystyrene,高分子材料,variant,polystyrene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
hips,HIPS,High-impact polystyrene,高分子材料,variant,polystyrene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
xps,XPS,Extruded polystyrene foam,高分子材料,form,polystyrene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pbat,PBAT,Polybutylene adipate terephthalate,高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pbs,PBS,Polybutylene succinate,高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pcl,PCL,Polycaprolactone,高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pga,PGA,Polyglycolic acid,高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pha,PHA,Polyhydroxyalkanoate,高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
phb,PHB,Polyhydroxybutyrate,高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
plga,PLGA,Poly(lactic-co-glycolic acid),高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
starch_plastic,淀粉基塑料,Starch-based plastic,高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
cellulose_material,纤维素材料,Cellulose material,高分子材料,material,biodegradable_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pei,PEI,Polyetherimide,高分子材料,material,high_performance_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pekk,PEKK,Polyetherketoneketone,高分子材料,material,high_performance_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pes,PES,Polyethersulfone,高分子材料,material,high_performance_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
ppsu,PPSU,Polyphenylsulfone,高分子材料,material,high_performance_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
psu,PSU,Polysulfone,高分子材料,material,high_performance_polymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
cf_peek,碳纤增强PEEK,Carbon-fibre-reinforced PEEK,高分子材料,variant,peek,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
elastomers,弹性体,Elastomers,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
thermosetting_resins,热固性树脂,Thermosetting resins,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
fluoropolymers,含氟聚合物,Fluoropolymers,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
engineering_thermoplastics,工程热塑性塑料,Engineering thermoplastics,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
thermoplastic_polyesters,热塑性聚酯,Thermoplastic polyesters,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
polyolefins,聚烯烃,Polyolefins,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
styrenic_polymers,苯乙烯类聚合物,Styrenic polymers,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
biodegradable_polymers,生物可降解聚合物,Biodegradable polymers,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
high_performance_polymers,高性能聚合物,High-performance polymers,高分子材料,family,,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
hydroxyapatite_peek,羟基磷灰石/PEEK复合材料,Hydroxyapatite/PEEK composite,高分子材料,variant,peek,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
